Input/Output;Name of consumption mix;Name of input/output;Quantity;Unit;Comment on proxys / origins
Output;Sorghum, consumption mix {FR} U;Sorghum, consumption mix {FR} U;1.0;kg;
Input;Sorghum, consumption mix {FR} U;Sweet sorghum grain {RoW}| sweet sorghum production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;RoW used as a substitute for FR
Output;Sorrel, consumption mix {FR} U;Sorrel, consumption mix {FR} U;1.0;kg;
Input;Sorrel, consumption mix {FR} U;Lettuce, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Soybean BR, average, animal feed, at french port, consumption mix {FR} U;Soybean BR, average, animal feed, at french port, consumption mix {FR} U;1000.0;kg;
Input;Soybean BR, average, animal feed, at french port, consumption mix {FR} U;Soybean {BR}| market for soybean, without transport | Cut-off, U - Adapted from Ecoinvent U;1011.5;kg;
Output;Soybean grain, for human consumption, consumption mix {FR} U;Soybean grain, for human consumption, consumption mix {FR} U;1.0;kg;
Input;Soybean grain, for human consumption, consumption mix {FR} U;Soybean grain dried, stored and transported, processing {FR} U;0.40229885057471265;kg;Soybean grain produced in France. Data from Agribalyse 1,4 database
Input;Soybean grain, for human consumption, consumption mix {FR} U;Soybean BR, average, animal feed, at french port, consumption mix {FR} U;0.2758620689655173;kg;Soybean grain produced in BR and transported to French port. Data from Agribalyse 1,4 database (ECOALIM project)
Input;Soybean grain, for human consumption, consumption mix {FR} U;Soybean US, animal feed, at french port {FR} U;0.2413793103448276;kg;Soybean grain produced in US and transported to French port. Data from Agribalyse 1,4 database (ECOALIM project)
Input;Soybean grain, for human consumption, consumption mix {FR} U;Soybean US, animal feed, at french port {FR} U;0.08045977011494254;kg;Soybean grain produced in CA and transported to French port. US is used as proxy for CA.  Data from Agribalyse 1,4 database (ECOALIM project)
Output;Spelt, consumption mix {FR} U;Spelt, consumption mix {FR} U;1.0;kg;
Input;Spelt, consumption mix {FR} U;Durum wheat grain, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Spinach, consumption mix {FR} U;Spinach, consumption mix {FR} U;1.0;kg;
Input;Spinach, consumption mix {FR} U;Spinach {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;GLO used as a substitute for FR
Output;Spiny scorpionfish, consumption mix {FR} U;Spiny scorpionfish, consumption mix {FR} U;1.0;kg;
Input;Spiny scorpionfish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Spiny scorpionfish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Spiny scorpionfish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Split pea, consumption mix {FR} U;Split pea, consumption mix {FR} U;1.0;kg;
Input;Split pea, consumption mix {FR} U;Winter pea, conventional, 15% moisture, at farm gate {FR} U;1.0;kg;
Output;Spotted wolffish, consumption mix {FR} U;Spotted wolffish, consumption mix {FR} U;1.0;kg;
Input;Spotted wolffish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Spotted wolffish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Spotted wolffish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Sprout, consumption mix {FR} U;Sprout, consumption mix {FR} U;1.0;kg;
Input;Sprout, consumption mix {FR} U;Cauliflower, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Squash, consumption mix {FR} U;Squash, consumption mix {FR} U;1.0;kg;
Input;Squash, consumption mix {FR} U;Zucchini, conventional, national average, at farm gate {FR} U;0.477;kg;FR used as a substitute for ES
Input;Squash, consumption mix {FR} U;Zucchini, conventional, national average, at farm gate {FR} U;0.523;kg;
Output;Squid, consumption mix {FR} U;Squid, consumption mix {FR} U;1.0;kg;
Input;Squid, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Squid, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Squid, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Strawberries for coulis, consumption mix {FR} U;Strawberries for coulis, consumption mix {FR} U;1.0;kg;
Input;Strawberries for coulis, consumption mix {FR} U;Strawberry for processing, open field, conventional, at farm gate {ES} U;0.403;kg;"This dataset has been adapted from the Agribalyse dataset trawberry, open field, conventional, at farm gate/FR U"". Ratio yield France to Spain is 3,15 (Yield in Spain : 9990kg/ha), thus the occupation, annual crop has been adapted with the yield ratio. Field operations are linked to the work rate expressed in hours/hectare. As the yield is lower in Spain, the operations are on larger surfaces and therefore require more working hours: adaptation of the hours and the diesel consumed by multiplying by the ratio"""
Input;Strawberries for coulis, consumption mix {FR} U;Strawberry for processing, open field, conventional, at farm gate {MA} U;0.337;kg;"This dataset has been adapted from the Agribalyse dataset trawberry, open field, conventional, at farm gate/FR U"". Ratio yield France to Morocco is 2,03 (Yield in Morocco : 15480kg/ha), thus the occupation, annual crop has been adapted with the yield ratio. Field operations are linked to the work rate expressed in hours/hectare. As the yield is lower in Morocco, the operations are on larger surfaces and therefore require more working hours: however, mechanisation is much less important in Morocco because of the cheap and available labour. So it seems that it is more relevant (for lack of additional information) to stay with the same figures as the French production even if the surfaces are larger: https://www.agrimaroc.net/2018/04/19/techniques-de-production-du-fraisier/"""
Input;Strawberries for coulis, consumption mix {FR} U;Strawberry for processing, open field, conventional, at farm gate {PL} U;0.26;kg;"This dataset has been adapted from the Agribalyse dataset trawberry, open field, conventional, at farm gate/FR U"". Ratio yield France to Poland is 7,98 (Yield in Poland : 3948kg/ha), thus the occupation, annual crop has been adapted with the yield ratio. Field operations are linked to the work rate expressed in hours/hectare. As the yield is much lower in Poland, the operations are on larger surfaces and therefore require more working hours: however, mechanisation is much less important in Poland because of the cheap and available labour. So it seems that it is more relevant (for lack of additional information) to stay with the same figures as the French production even if the surfaces are larger: https://www.agrimaroc.net/2018/04/19/techniques-de-production-du-fraisier/ Source : https://www.ishs.org/ishs-article/265_100"""
Output;Strawberry, consumption mix {FR} U;Strawberry, consumption mix {FR} U;1.0;kg;
Input;Strawberry, consumption mix {FR} U;Strawberry, open field, conventional, at farm gate {FR} U;0.494;kg;
Input;Strawberry, consumption mix {FR} U;Strawberry for processing, open field, conventional, at farm gate {ES} U;0.506;kg;
Output;Sunflower grain, consumption mix {FR} U;Sunflower grain, consumption mix {FR} U;1.0;kg;
Input;Sunflower grain, consumption mix {FR} U;Sunflower grain, conventional, dried, stored and transported, processing {FR} U;0.8144329896907216;kg;Sunflower seed produced in France. 
Input;Sunflower grain, consumption mix {FR} U;Sunflower grain, conventional, national average, animal feed, at storage agency {UA} U;0.13402061855670103;kg;Sunflower seed produced in Romania. UA is used as proxy for RO. Data from AGRIBALYSE 1.4
Input;Sunflower grain, consumption mix {FR} U;Sunflower grain, conventional, national average, animal feed, at storage agency {UA} U;0.03092783505154639;kg;Sunflower seed produced in Bulgaria. UA is used as proxy for BU. Data from AGRIBALYSE 1.4
Input;Sunflower grain, consumption mix {FR} U;Sunflower seed {RoW}| sunflower production | Cut-off, U - Adapted from Ecoinvent U;0.020618556701030927;kg;Sunflower seed produced in Argentina. RoW is used as proxy for AR
Output;Sunflower oil, consumption mix, at plant {FR} U;Sunflower oil, consumption mix, at plant {FR} U;1.0;kg;
Input;Sunflower oil, consumption mix, at plant {FR} U;Sunflower oil, at plant {FR} U;0.8192771084337349;kg;Refined sunflower oil production in FR. 
Input;Sunflower oil, consumption mix, at plant {FR} U;Sunflower oil, refined, low dehulling at plant {UA} U;0.18072289156626503;kg;Refined Sunflower oil production in UA
Output;Surmullet or red mullet, consumption mix {FR} U;Surmullet or red mullet, consumption mix {FR} U;1.0;kg;
Input;Surmullet or red mullet, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Surmullet or red mullet, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Surmullet or red mullet, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.4;kg;
Output;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;1.0;kg;
Input;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.5;kg;Non-EU process (Thailand) assumed to be the same as French
Input;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.5;kg;Non-EU process (Senegal) assumed to be the same as French
Output;Sweet corn, on the cob, consumption mix {FR} U;Sweet corn, on the cob, consumption mix {FR} U;1.0;kg;
Input;Sweet corn, on the cob, consumption mix {FR} U;Maize grain, conventional, 28% moisture, national average, animal feed, at farm gate {FR} U;1.0;kg;
Output;Sweet green hokkaido squash, consumption mix {FR} U;Sweet green hokkaido squash, consumption mix {FR} U;1.0;kg;
Input;Sweet green hokkaido squash, consumption mix {FR} U;Zucchini, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Sweet potato, consumption mix {FR} U;Sweet potato, consumption mix {FR} U;1.0;kg;
Input;Sweet potato, consumption mix {FR} U;Ware potato, conventional, variety mix, national average, at farm gate {FR} U;1.0;kg;
Output;Swiss chard, consumption mix {FR} U;Swiss chard, consumption mix {FR} U;1.0;kg;
Input;Swiss chard, consumption mix {FR} U;Spinach {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Swordfish, consumption mix {FR} U;Swordfish, consumption mix {FR} U;1.0;kg;
Input;Swordfish, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Swordfish, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Swordfish, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0.4;kg;
Output;Syrup, maple, consumption mix {FR} U;Syrup, maple, consumption mix {FR} U;1.0;kg;
Input;Syrup, maple, consumption mix {FR} U;Syrup, maple, at distribution {CA} U;1.0;kg;
Output;Table apple, consumption mix {FR} U;Table apple, consumption mix {FR} U;1.0;kg;
Input;Table apple, consumption mix {FR} U;Apple, conventional, national average, at orchard {FR} U;1.0;kg;
Output;Table grape, consumption mix {FR} U;Table grape, consumption mix {FR} U;1.0;kg;
Input;Table grape, consumption mix {FR} U;Grape {RoW}| grape production | Cut-off, U - Adapted from Ecoinvent U;0.706;kg;GLO used as a substitute for IT
Input;Table grape, consumption mix {FR} U;Grape {RoW}| grape production | Cut-off, U - Adapted from Ecoinvent U;0.294;kg;GLO used as a substitute for FR
Output;Tamarind, consumption mix {FR} U;Tamarind, consumption mix {FR} U;1.0;kg;
Input;Tamarind, consumption mix {FR} U;French bean, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {AS} U;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {AS} U;1.0;kg;
Input;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {AS} U;Algae (Laminaria), dried, at processing {FR} U;1.0;kg;
Output;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {FR} U;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {FR} U;1.0;kg;
Input;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {FR} U;Algae (Laminaria), dried, at processing {FR} U;1.0;kg;
Output;Tap water, consumption mix {FR} U;Tap water, consumption mix {FR} U;1.0;kg;
Input;Tap water, consumption mix {FR} U;Tap water {FR}| market for tap water | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Taro, consumption mix {FR} U;Taro, consumption mix {FR} U;1.0;kg;
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0.2;kg;RoW used as a substitute for CM
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0.23;kg;RoW used as a substitute for CN
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0.175;kg;RoW used as a substitute for GH
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0.395;kg;RoW used as a substitute for NG
Output;Tarragon, fresh, consumption mix {FR} U;Tarragon, fresh, consumption mix {FR} U;1.0;kg;
Input;Tarragon, fresh, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Tea, dried, consumption mix {FR} U;Tea, dried, consumption mix {FR} U;1.0;kg;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {LK}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.0939;kg;LK used as a substitute for ID
Input;Tea, dried, consumption mix {FR} U;Tea, dried {IN-HP}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.137;kg;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {LK}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.0521;kg;LK used as a substitute for VN
Input;Tea, dried, consumption mix {FR} U;Tea, dried {LK}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.233;kg;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.0627;kg;RoW used as a substitute for DE
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.161;kg;RoW used as a substitute for GB
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.067;kg;RoW used as a substitute for NL
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.0605;kg;RoW used as a substitute for PE
Input;Tea, dried, consumption mix {FR} U;Tea, dried {KE}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0.133;kg;
Output;Thyme, dried, consumption mix {FR} U;Thyme, dried, consumption mix {FR} U;1.0;kg;
Input;Thyme, dried, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;4.96;kg;Water content of fresh and dry mint according to CIQUAL 2020 (proxy for basil)
Output;Thyme, fresh, consumption mix {FR} U;Thyme, fresh, consumption mix {FR} U;1.0;kg;
Input;Thyme, fresh, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Tofu, consumption mix {FR} U;Tofu, consumption mix {FR} U;1.0;kg;
Input;Tofu, consumption mix {FR} U;Tofu {RoW}| production | Cut-off, U - Copied from Ecoinvent U;1.0;kg;RoW used as proxy for FR
Output;Tomato juice, pure juice, consumption mix {FR} U;Tomato juice, pure juice, consumption mix {FR} U;1.0;kg;
